_LOCATION_,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag_Codes
CUB,OILPROD,TOT,KTOE,A,2009,2776.0731,
CUB,OILPROD,TOT,KTOE,A,2017,2563.827,
CUB,OILPROD,TOT,KTOE,A,2004,3306.6883,
CZE,OILPROD,TOT,KTOE,A,2020,93.3887,
CZE,OILPROD,TOT,KTOE,A,2006,265.7342,
CZE,OILPROD,TOT,KTOE,A,2002,265.8355,
CZE,OILPROD,TOT,KTOE,A,2005,312.9402,
CZE,OILPROD,TOT,KTOE,A,2009,222.6999,
CZE,OILPROD,TOT,KTOE,A,2003,317.5224,
CZE,OILPROD,TOT,KTOE,A,2013,155.9605,
CZE,OILPROD,TOT,KTOE,A,2008,242.763,
CZE,OILPROD,TOT,KTOE,A,2021,85.268,
CZE,OILPROD,TOT,KTOE,A,2018,112.4486,
CZE,OILPROD,TOT,KTOE,A,2010,178.2364,
CZE,OILPROD,TOT,KTOE,A,2015,129.6264,
CZE,OILPROD,TOT,KTOE,A,2016,118.4867,
CZE,OILPROD,TOT,KTOE,A,2007,247.228,
CZE,OILPROD,TOT,KTOE,A,2001,183.2885,
CZE,OILPROD,TOT,KTOE,A,2004,305.9415,
CZE,OILPROD,TOT,KTOE,A,2012,157.9822,
CZE,OILPROD,TOT,KTOE,A,2017,109.3723,
CZE,OILPROD,TOT,KTOE,A,2019,82.2227,
CZE,OILPROD,TOT,KTOE,A,2014,151.906,
CZE,OILPROD,TOT,KTOE,A,2011,167.0966,
DEU,OILPROD,TOT,KTOE,A,2017,2250.7305,
DEU,OILPROD,TOT,KTOE,A,2002,3582.6699,
DEU,OILPROD,TOT,KTOE,A,2001,3346.8201,
DEU,OILPROD,TOT,KTOE,A,2012,2645.6898,
DEU,OILPROD,TOT,KTOE,A,2009,2813.4854,
DEU,OILPROD,TOT,KTOE,A,2007,3443.7647,
DEU,OILPROD,TOT,KTOE,A,2019,1956.3183,
DEU,OILPROD,TOT,KTOE,A,2020,1936.014,
DEU,OILPROD,TOT,KTOE,A,2013,2682.905,
DEU,OILPROD,TOT,KTOE,A,2018,2101.494,
DEU,OILPROD,TOT,KTOE,A,2015,2450.7278,
DEU,OILPROD,TOT,KTOE,A,2008,3100.6328,
DEU,OILPROD,TOT,KTOE,A,2005,3560.6186,
DEU,OILPROD,TOT,KTOE,A,2016,2392.8605,
DEU,OILPROD,TOT,KTOE,A,2010,2523.8232,
DEU,OILPROD,TOT,KTOE,A,2003,3767.4699,
DEU,OILPROD,TOT,KTOE,A,2006,3469.0537,
DEU,OILPROD,TOT,KTOE,A,2011,2671.6116,
DEU,OILPROD,TOT,KTOE,A,2004,3553.7354,
DEU,OILPROD,TOT,KTOE,A,2021,1839.5686,
DEU,OILPROD,TOT,KTOE,A,2014,2473.1523,
DNK,OILPROD,TOT,KTOE,A,2008,14414.4693,
DNK,OILPROD,TOT,KTOE,A,2017,6919.1168,
DNK,OILPROD,TOT,KTOE,A,2001,17343.5798,
DNK,OILPROD,TOT,KTOE,A,2004,19782.7935,
DNK,OILPROD,TOT,KTOE,A,2020,3615.3841,
DNK,OILPROD,TOT,KTOE,A,2012,10249.8328,
DNK,OILPROD,TOT,KTOE,A,2016,7111.5908,
DNK,OILPROD,TOT,KTOE,A,2011,11236.8157,
DNK,OILPROD,TOT,KTOE,A,2003,18633.5387,
DNK,OILPROD,TOT,KTOE,A,2018,5818.9749,
DNK,OILPROD,TOT,KTOE,A,2021,3326.574,
DNK,OILPROD,TOT,KTOE,A,2019,5152.8867,
DNK,OILPROD,TOT,KTOE,A,2015,7897.7242,
DNK,OILPROD,TOT,KTOE,A,2002,18633.5387,
DNK,OILPROD,TOT,KTOE,A,2005,19017.6507,
DNK,OILPROD,TOT,KTOE,A,2014,8350.8407,
DNK,OILPROD,TOT,KTOE,A,2013,8917.7654,
DNK,OILPROD,TOT,KTOE,A,2006,17294.282,
DNK,OILPROD,TOT,KTOE,A,2009,13251.863,
DNK,OILPROD,TOT,KTOE,A,2007,15579.1296,
DNK,OILPROD,TOT,KTOE,A,2010,12485.6931,
DZA,OILPROD,TOT,KTOE,A,2020,46951.8212,
DZA,OILPROD,TOT,KTOE,A,2012,56321.9963,
DZA,OILPROD,TOT,KTOE,A,2008,63679.6078,
DZA,OILPROD,TOT,KTOE,A,2018,53592.564,
DZA,OILPROD,TOT,KTOE,A,2002,47971.9368,
DZA,OILPROD,TOT,KTOE,A,2003,57576.871,
DZA,OILPROD,TOT,KTOE,A,2004,62199.9371,
DZA,OILPROD,TOT,KTOE,A,2015,54249.4774,
DZA,OILPROD,TOT,KTOE,A,2009,59054.4737,
DZA,OILPROD,TOT,KTOE,A,2017,54563.204,
DZA,OILPROD,TOT,KTOE,A,2016,56191.8434,
DZA,OILPROD,TOT,KTOE,A,2010,61429.9446,
DZA,OILPROD,TOT,KTOE,A,2005,65346.4346,
DZA,OILPROD,TOT,KTOE,A,2007,66264.637,
DZA,OILPROD,TOT,KTOE,A,2006,66037.1544,
DZA,OILPROD,TOT,KTOE,A,2021,47507.6163,
DZA,OILPROD,TOT,KTOE,A,2001,42831.8648,
DZA,OILPROD,TOT,KTOE,A,2011,60154.8877,
DZA,OILPROD,TOT,KTOE,A,2014,56037.4248,
DZA,OILPROD,TOT,KTOE,A,2019,53378.582,
DZA,OILPROD,TOT,KTOE,A,2013,54679.6436,
ECU,OILPROD,TOT,KTOE,A,2003,21956,
ECU,OILPROD,TOT,KTOE,A,2004,27523,
ECU,OILPROD,TOT,KTOE,A,2012,26358,
ECU,OILPROD,TOT,KTOE,A,2002,20448,
ECU,OILPROD,TOT,KTOE,A,2009,25400,
ECU,OILPROD,TOT,KTOE,A,2020,25089.537,
ECU,OILPROD,TOT,KTOE,A,2013,27473,
ECU,OILPROD,TOT,KTOE,A,2007,26694,
ECU,OILPROD,TOT,KTOE,A,2008,26424,
ECU,OILPROD,TOT,KTOE,A,2017,27731.602,
ECU,OILPROD,TOT,KTOE,A,2015,28347,
ECU,OILPROD,TOT,KTOE,A,2005,27765,
ECU,OILPROD,TOT,KTOE,A,2010,25375,
ECU,OILPROD,TOT,KTOE,A,2011,26115,
ECU,OILPROD,TOT,KTOE,A,2001,21058,
ECU,OILPROD,TOT,KTOE,A,2006,28021,
ECU,OILPROD,TOT,KTOE,A,2014,29051,
ECU,OILPROD,TOT,KTOE,A,2016,28702,
ECU,OILPROD,TOT,KTOE,A,2018,26997.353,
ECU,OILPROD,TOT,KTOE,A,2019,27715.728,
ECU,OILPROD,TOT,KTOE,A,2021,24625.988,
EGY,OILPROD,TOT,KTOE,A,2013,33535.2003,
EGY,OILPROD,TOT,KTOE,A,2021,27520.4035,
EGY,OILPROD,TOT,KTOE,A,2001,34202.7141,
EGY,OILPROD,TOT,KTOE,A,2020,28939.2827,
EGY,OILPROD,TOT,KTOE,A,2004,32705.1261,
EGY,OILPROD,TOT,KTOE,A,2019,30144.7994,
EGY,OILPROD,TOT,KTOE,A,2003,35040.9163,
EGY,OILPROD,TOT,KTOE,A,2002,34048.2816,
EGY,OILPROD,TOT,KTOE,A,2005,31571.2671,
EGY,OILPROD,TOT,KTOE,A,2014,34226.0821,
EGY,OILPROD,TOT,KTOE,A,2011,33221.2555,
EGY,OILPROD,TOT,KTOE,A,2012,33463.0641,
EGY,OILPROD,TOT,KTOE,A,2017,31343.6825,
EGY,OILPROD,TOT,KTOE,A,2018,31257.3223,
EGY,OILPROD,TOT,KTOE,A,2009,33210.0794,
EGY,OILPROD,TOT,KTOE,A,2007,32101.6205,
EGY,OILPROD,TOT,KTOE,A,2006,31303.0424,
EGY,OILPROD,TOT,KTOE,A,2010,33841.0171,
EGY,OILPROD,TOT,KTOE,A,2015,33726.2088,
EGY,OILPROD,TOT,KTOE,A,2016,31487.9549,
EGY,OILPROD,TOT,KTOE,A,2008,33965.9854,
ESP,OILPROD,TOT,KTOE,A,2004,257.6311,
ESP,OILPROD,TOT,KTOE,A,2015,234.3938,
ESP,OILPROD,TOT,KTOE,A,2011,101.0318,
ESP,OILPROD,TOT,KTOE,A,2003,325.3224,
ESP,OILPROD,TOT,KTOE,A,2020,28.2889,
ESP,OILPROD,TOT,KTOE,A,2001,341.4875,
ESP,OILPROD,TOT,KTOE,A,2002,319.2605,
ESP,OILPROD,TOT,KTOE,A,2006,140.4342,
ESP,OILPROD,TOT,KTOE,A,2021,5.876,
ESP,OILPROD,TOT,KTOE,A,2010,124.2691,
ESP,OILPROD,TOT,KTOE,A,2014,308.147,
ESP,OILPROD,TOT,KTOE,A,2009,106.0834,
ESP,OILPROD,TOT,KTOE,A,2016,142.4549,
ESP,OILPROD,TOT,KTOE,A,2005,167.7128,
ESP,OILPROD,TOT,KTOE,A,2012,143.4652,
ESP,OILPROD,TOT,KTOE,A,2018,87.8977,
ESP,OILPROD,TOT,KTOE,A,2017,121.2382,
ESP,OILPROD,TOT,KTOE,A,2013,371.7971,
ESP,OILPROD,TOT,KTOE,A,2007,143.4652,
ESP,OILPROD,TOT,KTOE,A,2008,128.3104,
ESP,OILPROD,TOT,KTOE,A,2019,40.4127,
FRA,OILPROD,TOT,KTOE,A,2018,790.5646,
FRA,OILPROD,TOT,KTOE,A,2013,810.2927,
FRA,OILPROD,TOT,KTOE,A,2006,1078.006,
FRA,OILPROD,TOT,KTOE,A,2017,774.5294,
FRA,OILPROD,TOT,KTOE,A,2015,853.2085,
FRA,OILPROD,TOT,KTOE,A,2008,996.2615,
FRA,OILPROD,TOT,KTOE,A,2010,915.5387,
FRA,OILPROD,TOT,KTOE,A,2004,1162.8159,
FRA,OILPROD,TOT,KTOE,A,2005,1102.5294,
FRA,OILPROD,TOT,KTOE,A,2003,1245.5823,
FRA,OILPROD,TOT,KTOE,A,2002,1316.5911,
FRA,OILPROD,TOT,KTOE,A,2007,995.2397,
FRA,OILPROD,TOT,KTOE,A,2011,914.5169,
FRA,OILPROD,TOT,KTOE,A,2012,824.598,
FRA,OILPROD,TOT,KTOE,A,2009,918.6042,
FRA,OILPROD,TOT,KTOE,A,2016,832.7724,
FRA,OILPROD,TOT,KTOE,A,2014,782.7039,
FRA,OILPROD,TOT,KTOE,A,2001,1381.7359,
FRA,OILPROD,TOT,KTOE,A,2020,663.8432,
FRA,OILPROD,TOT,KTOE,A,2021,659.6007,
FRA,OILPROD,TOT,KTOE,A,2019,740.8098,
G20,OILPROD,TOT,KTOE,A,2017,2282735.859,
G20,OILPROD,TOT,KTOE,A,2020,2317574.7682,
G20,OILPROD,TOT,KTOE,A,2001,1833582.2204,
G20,OILPROD,TOT,KTOE,A,2003,1960728.9352,
G20,OILPROD,TOT,KTOE,A,2002,1844912.7864,
G20,OILPROD,TOT,KTOE,A,2010,1976358.9553,
G20,OILPROD,TOT,KTOE,A,2012,2116434.3658,
G20,OILPROD,TOT,KTOE,A,2015,2315017.6933,
G20,OILPROD,TOT,KTOE,A,2006,2004774.8744,
G20,OILPROD,TOT,KTOE,A,2018,2399311.5175,
G20,OILPROD,TOT,KTOE,A,2004,2003691.5648,
G20,OILPROD,TOT,KTOE,A,2007,1979085.1626,
G20,OILPROD,TOT,KTOE,A,2009,1940949.0689,
G20,OILPROD,TOT,KTOE,A,2013,2155743.0725,
G20,OILPROD,TOT,KTOE,A,2011,2041284.5723,
G20,OILPROD,TOT,KTOE,A,2019,2445586.5512,
G20,OILPROD,TOT,KTOE,A,2005,2012033.8262,
G20,OILPROD,TOT,KTOE,A,2008,1984990.3913,
G20,OILPROD,TOT,KTOE,A,2021,2323115.7512,
G20,OILPROD,TOT,KTOE,A,2014,2248926.9473,
G20,OILPROD,TOT,KTOE,A,2016,2300893.0814,
GAB,OILPROD,TOT,KTOE,A,2013,11201.1528,
GAB,OILPROD,TOT,KTOE,A,2009,12017.596,
GAB,OILPROD,TOT,KTOE,A,2011,12265.9902,
GAB,OILPROD,TOT,KTOE,A,2018,9657.8553,
GAB,OILPROD,TOT,KTOE,A,2019,11072.5274,
GAB,OILPROD,TOT,KTOE,A,2012,11764.1118,
GAB,OILPROD,TOT,KTOE,A,2006,12130.595,
GAB,OILPROD,TOT,KTOE,A,2007,12335.2148,
GAB,OILPROD,TOT,KTOE,A,2002,12758.7066,
GAB,OILPROD,TOT,KTOE,A,2003,13731.9231,
GAB,OILPROD,TOT,KTOE,A,2017,10688.3817,
GAB,OILPROD,TOT,KTOE,A,2001,13303.3414,
GAB,OILPROD,TOT,KTOE,A,2020,10572.1627,
GAB,OILPROD,TOT,KTOE,A,2016,11570.6901,
GAB,OILPROD,TOT,KTOE,A,2008,12041.0102,
GAB,OILPROD,TOT,KTOE,A,2014,11162.4685,
GAB,OILPROD,TOT,KTOE,A,2005,13533.4114,
GAB,OILPROD,TOT,KTOE,A,2010,12641.6355,
GAB,OILPROD,TOT,KTOE,A,2021,9657.4135,
GAB,OILPROD,TOT,KTOE,A,2004,13723.7791,
GAB,OILPROD,TOT,KTOE,A,2015,11710.1573,
GBR,OILPROD,TOT,KTOE,A,2002,111399.4805,
GBR,OILPROD,TOT,KTOE,A,2018,49257.8976,
GBR,OILPROD,TOT,KTOE,A,2021,39611.5552,
GBR,OILPROD,TOT,KTOE,A,2005,80030.7224,
GBR,OILPROD,TOT,KTOE,A,2010,60130.8025,
GBR,OILPROD,TOT,KTOE,A,2017,44735.3151,
GBR,OILPROD,TOT,KTOE,A,2003,101449.9504,
GBR,OILPROD,TOT,KTOE,A,2020,47297.526,
GBR,OILPROD,TOT,KTOE,A,2015,44363.3908,
GBR,OILPROD,TOT,KTOE,A,2011,50314.6279,
GBR,OILPROD,TOT,KTOE,A,2012,43561.6053,
GBR,OILPROD,TOT,KTOE,A,2014,38819.2618,
GBR,OILPROD,TOT,KTOE,A,2006,72239.0841,
GBR,OILPROD,TOT,KTOE,A,2007,72882.7135,
GBR,OILPROD,TOT,KTOE,A,2019,51115.9112,
GBR,OILPROD,TOT,KTOE,A,2009,65075.1462,
GBR,OILPROD,TOT,KTOE,A,2008,67848.2466,
GBR,OILPROD,TOT,KTOE,A,2013,39836.5142,
GBR,OILPROD,TOT,KTOE,A,2016,45896.7401,
GBR,OILPROD,TOT,KTOE,A,2001,112391.8411,
GBR,OILPROD,TOT,KTOE,A,2004,90749.669,
GEO,OILPROD,TOT,KTOE,A,2001,99.4942,
GEO,OILPROD,TOT,KTOE,A,2011,51.2546,
GEO,OILPROD,TOT,KTOE,A,2021,36.0125,
GEO,OILPROD,TOT,KTOE,A,2020,31.7654,
GEO,OILPROD,TOT,KTOE,A,2017,32.483,
GEO,OILPROD,TOT,KTOE,A,2008,53.2646,
GEO,OILPROD,TOT,KTOE,A,2018,30.6559,
GEO,OILPROD,TOT,KTOE,A,2009,51.2546,
GEO,OILPROD,TOT,KTOE,A,2014,43.6491,
GEO,OILPROD,TOT,KTOE,A,2019,35.5994,
GEO,OILPROD,TOT,KTOE,A,2002,74.3694,
GEO,OILPROD,TOT,KTOE,A,2015,40.6038,
GEO,OILPROD,TOT,KTOE,A,2006,64.3195,
GEO,OILPROD,TOT,KTOE,A,2007,57.2845,
GEO,OILPROD,TOT,KTOE,A,2003,140.6989,
GEO,OILPROD,TOT,KTOE,A,2005,67.3345,
GEO,OILPROD,TOT,KTOE,A,2016,39.5887,
GEO,OILPROD,TOT,KTOE,A,2010,52.2596,
GEO,OILPROD,TOT,KTOE,A,2012,49.2446,
GEO,OILPROD,TOT,KTOE,A,2004,98.4892,
GEO,OILPROD,TOT,KTOE,A,2013,48.7246,
GHA,OILPROD,TOT,KTOE,A,2005,12.2161,
GHA,OILPROD,TOT,KTOE,A,2003,10.1801,
GHA,OILPROD,TOT,KTOE,A,2009,25.4502,
GHA,OILPROD,TOT,KTOE,A,2019,10506.8004,
GHA,OILPROD,TOT,KTOE,A,2008,31.5583,
GHA,OILPROD,TOT,KTOE,A,2013,5361.8533,
GHA,OILPROD,TOT,KTOE,A,2014,5423.9518,
GHA,OILPROD,TOT,KTOE,A,2017,8547.3001,
GHA,OILPROD,TOT,KTOE,A,2002,9.1621,
GHA,OILPROD,TOT,KTOE,A,2012,4208.4491,
GHA,OILPROD,TOT,KTOE,A,2011,3466.3206,
GHA,OILPROD,TOT,KTOE,A,2004,23.4142,
GHA,OILPROD,TOT,KTOE,A,2010,198.5118,
GHA,OILPROD,TOT,KTOE,A,2015,5447.3661,
GHA,OILPROD,TOT,KTOE,A,2020,9751.9997,
GHA,OILPROD,TOT,KTOE,A,2006,23.4142,
GHA,OILPROD,TOT,KTOE,A,2007,27.4862,
GHA,OILPROD,TOT,KTOE,A,2016,4509.7798,
GHA,OILPROD,TOT,KTOE,A,2021,8047.4669,
GHA,OILPROD,TOT,KTOE,A,2018,9053.9998,
GNQ,OILPROD,TOT,KTOE,A,2012,15120.0777,
GNQ,OILPROD,TOT,KTOE,A,2020,5734.1347,
GNQ,OILPROD,TOT,KTOE,A,2013,13162.4733,
GNQ,OILPROD,TOT,KTOE,A,2017,8764.885,
GNQ,OILPROD,TOT,KTOE,A,2001,8866.619,
GNQ,OILPROD,TOT,KTOE,A,2019,5512.2799,
GNQ,OILPROD,TOT,KTOE,A,2008,17599.3073,
GNQ,OILPROD,TOT,KTOE,A,2007,17700.0071,
GNQ,OILPROD,TOT,KTOE,A,2021,5078.9061,
GNQ,OILPROD,TOT,KTOE,A,2011,14094.9536,
GNQ,OILPROD,TOT,KTOE,A,2009,15591.3529,
GNQ,OILPROD,TOT,KTOE,A,2004,16246.9087,
GNQ,OILPROD,TOT,KTOE,A,2002,10458.6831,
GNQ,OILPROD,TOT,KTOE,A,2016,10283.4655,
GNQ,OILPROD,TOT,KTOE,A,2006,17294.1868,
GNQ,OILPROD,TOT,KTOE,A,2010,14422.228,
GNQ,OILPROD,TOT,KTOE,A,2018,6102.5611,
GNQ,OILPROD,TOT,KTOE,A,2015,12201.797,
GNQ,OILPROD,TOT,KTOE,A,2014,13370.9219,
GNQ,OILPROD,TOT,KTOE,A,2003,11651.976,
GNQ,OILPROD,TOT,KTOE,A,2005,15438.2892,
GRC,OILPROD,TOT,KTOE,A,2019,164.4204,
GRC,OILPROD,TOT,KTOE,A,2020,89.2905,
GRC,OILPROD,TOT,KTOE,A,2001,155.8474,
GRC,OILPROD,TOT,KTOE,A,2009,72.9111,
GRC,OILPROD,TOT,KTOE,A,2002,150.379,
GRC,OILPROD,TOT,KTOE,A,2011,89.316,
GRC,OILPROD,TOT,KTOE,A,2021,57.3352,
GRC,OILPROD,TOT,KTOE,A,2010,104.8096,
GRC,OILPROD,TOT,KTOE,A,2014,58.3288,
GRC,OILPROD,TOT,KTOE,A,2017,129.028,
GRC,OILPROD,TOT,KTOE,A,2008,53.7719,
GRC,OILPROD,TOT,KTOE,A,2005,81.1135,
GRC,OILPROD,TOT,KTOE,A,2016,160.4043,
GRC,OILPROD,TOT,KTOE,A,2006,75.6452,
GRC,OILPROD,TOT,KTOE,A,2007,67.4427,
GRC,OILPROD,TOT,KTOE,A,2013,63.7972,
GRC,OILPROD,TOT,KTOE,A,2018,201.1936,
GRC,OILPROD,TOT,KTOE,A,2012,85.6705,
GRC,OILPROD,TOT,KTOE,A,2015,56.5061,
GRC,OILPROD,TOT,KTOE,A,2003,109.3666,
GRC,OILPROD,TOT,KTOE,A,2004,107.5438,
GTM,OILPROD,TOT,KTOE,A,2017,532.5702,
GTM,OILPROD,TOT,KTOE,A,2019,530.1477,
GTM,OILPROD,TOT,KTOE,A,2008,780.7772,
GTM,OILPROD,TOT,KTOE,A,2001,1165.0818,
GTM,OILPROD,TOT,KTOE,A,2021,389.4547,
GTM,OILPROD,TOT,KTOE,A,2020,431.6613,
GTM,OILPROD,TOT,KTOE,A,2002,1362.8111,
GTM,OILPROD,TOT,KTOE,A,2016,496.8582,
GTM,OILPROD,TOT,KTOE,A,2010,660.1116,
GTM,OILPROD,TOT,KTOE,A,2009,746.3013,
GTM,OILPROD,TOT,KTOE,A,2018,509.0312,
GTM,OILPROD,TOT,KTOE,A,2004,1117.424,
GTM,OILPROD,TOT,KTOE,A,2014,573.9219,
GTM,OILPROD,TOT,KTOE,A,2006,892.3168,
GTM,OILPROD,TOT,KTOE,A,2012,587.1039,
GTM,OILPROD,TOT,KTOE,A,2015,554.656,
GTM,OILPROD,TOT,KTOE,A,2013,551.614,
GTM,OILPROD,TOT,KTOE,A,2005,1018.0524,
GTM,OILPROD,TOT,KTOE,A,2003,1365.8531,
GTM,OILPROD,TOT,KTOE,A,2007,844.659,
GTM,OILPROD,TOT,KTOE,A,2011,604.3418,
HRV,OILPROD,TOT,KTOE,A,2006,817.2542,
HRV,OILPROD,TOT,KTOE,A,2018,701.7739,
HRV,OILPROD,TOT,KTOE,A,2001,1055.2403,
HRV,OILPROD,TOT,KTOE,A,2013,546.6514,
HRV,OILPROD,TOT,KTOE,A,2002,1027.8972,
HRV,OILPROD,TOT,KTOE,A,2019,677.195,
HRV,OILPROD,TOT,KTOE,A,2004,901.3089,
HRV,OILPROD,TOT,KTOE,A,2008,726.1106,
HRV,OILPROD,TOT,KTOE,A,2015,631.3008,
HRV,OILPROD,TOT,KTOE,A,2016,697.5924,
HRV,OILPROD,TOT,KTOE,A,2010,626.7698,
HRV,OILPROD,TOT,KTOE,A,2014,551.7507,
HRV,OILPROD,TOT,KTOE,A,2017,702.8958,
HRV,OILPROD,TOT,KTOE,A,2020,605.498,
HRV,OILPROD,TOT,KTOE,A,2012,559.9097,
HRV,OILPROD,TOT,KTOE,A,2005,840.5465,
HRV,OILPROD,TOT,KTOE,A,2021,576.9416,
HRV,OILPROD,TOT,KTOE,A,2007,777.7587,
HRV,OILPROD,TOT,KTOE,A,2009,678.6615,
HRV,OILPROD,TOT,KTOE,A,2011,591.5257,
HRV,OILPROD,TOT,KTOE,A,2003,971.1856,
HUN,OILPROD,TOT,KTOE,A,2020,839.6341,
HUN,OILPROD,TOT,KTOE,A,2005,930.6105,
HUN,OILPROD,TOT,KTOE,A,2007,837.2967,
HUN,OILPROD,TOT,KTOE,A,2009,789.7153,
HUN,OILPROD,TOT,KTOE,A,2013,598.0271,
HUN,OILPROD,TOT,KTOE,A,2004,1057.2442,
HUN,OILPROD,TOT,KTOE,A,2012,647.9459,
HUN,OILPROD,TOT,KTOE,A,2014,583.0515,
HUN,OILPROD,TOT,KTOE,A,2017,712.8404,
HUN,OILPROD,TOT,KTOE,A,2021,879.5691,
HUN,OILPROD,TOT,KTOE,A,2001,1063.2703,
HUN,OILPROD,TOT,KTOE,A,2018,806.6877,
HUN,OILPROD,TOT,KTOE,A,2019,928.4895,
HUN,OILPROD,TOT,KTOE,A,2016,710.8436,
HUN,OILPROD,TOT,KTOE,A,2015,621.9882,
HUN,OILPROD,TOT,KTOE,A,2002,1048.2946,
HUN,OILPROD,TOT,KTOE,A,2006,884.561,
HUN,OILPROD,TOT,KTOE,A,2011,657.9297,
HUN,OILPROD,TOT,KTOE,A,2003,1113.1986,
HUN,OILPROD,TOT,KTOE,A,2010,732.8079,
HUN,OILPROD,TOT,KTOE,A,2008,809.8765,
IDN,OILPROD,TOT,KTOE,A,2006,49622.6897,
IDN,OILPROD,TOT,KTOE,A,2017,39660.2811,
IDN,OILPROD,TOT,KTOE,A,2015,38776.5788,
IDN,OILPROD,TOT,KTOE,A,2001,66458.4136,
IDN,OILPROD,TOT,KTOE,A,2008,48292.9101,
IDN,OILPROD,TOT,KTOE,A,2002,61799.5993,
IDN,OILPROD,TOT,KTOE,A,2014,38968.1486,
IDN,OILPROD,TOT,KTOE,A,2005,52428.9834,
IDN,OILPROD,TOT,KTOE,A,2010,46574.8959,
IDN,OILPROD,TOT,KTOE,A,2007,47074.2001,
IDN,OILPROD,TOT,KTOE,A,2021,32814.6141,
IDN,OILPROD,TOT,KTOE,A,2004,53321.6171,
IDN,OILPROD,TOT,KTOE,A,2012,42624.2784,
IDN,OILPROD,TOT,KTOE,A,2018,38237.6074,
IDN,OILPROD,TOT,KTOE,A,2003,56649.6327,
IDN,OILPROD,TOT,KTOE,A,2011,44532.8434,
IDN,OILPROD,TOT,KTOE,A,2019,36901.2807,
IDN,OILPROD,TOT,KTOE,A,2013,40702.4666,
IDN,OILPROD,TOT,KTOE,A,2016,41188.524,
IDN,OILPROD,TOT,KTOE,A,2009,46754.2378,
IDN,OILPROD,TOT,KTOE,A,2020,35295.3889,
IND,OILPROD,TOT,KTOE,A,2017,36468.9662,
IND,OILPROD,TOT,KTOE,A,2002,33768.8482,
IND,OILPROD,TOT,KTOE,A,2009,34431.1028,
IND,OILPROD,TOT,KTOE,A,2007,34868.5178,
IND,OILPROD,TOT,KTOE,A,2016,36801.1154,
IND,OILPROD,TOT,KTOE,A,2004,34728.5041,
IND,OILPROD,TOT,KTOE,A,2010,38512.9616,
IND,OILPROD,TOT,KTOE,A,2003,34107.1295,
IND,OILPROD,TOT,KTOE,A,2011,38927.8927,
IND,OILPROD,TOT,KTOE,A,2019,32877.6662,
IND,OILPROD,TOT,KTOE,A,2018,34955.3876,
IND,OILPROD,TOT,KTOE,A,2005,32898.1062,
IND,OILPROD,TOT,KTOE,A,2021,30546.609,
IND,OILPROD,TOT,KTOE,A,2006,34735.6581,
IND,OILPROD,TOT,KTOE,A,2013,38619.2494,
IND,OILPROD,TOT,KTOE,A,2001,32736.6306,
IND,OILPROD,TOT,KTOE,A,2015,37754.6393,
IND,OILPROD,TOT,KTOE,A,2020,31164.7981,
IND,OILPROD,TOT,KTOE,A,2012,38694.8772,
IND,OILPROD,TOT,KTOE,A,2008,34245.0992,
IND,OILPROD,TOT,KTOE,A,2014,38285.0561,
IRN,OILPROD,TOT,KTOE,A,2012,144852.2365,
IRN,OILPROD,TOT,KTOE,A,2005,212148.2585,
IRN,OILPROD,TOT,KTOE,A,2017,196229.0167,
IRN,OILPROD,TOT,KTOE,A,2019,119556.7061,
IRN,OILPROD,TOT,KTOE,A,2021,121734.4797,
IRN,OILPROD,TOT,KTOE,A,2008,212484.5246,
IRN,OILPROD,TOT,KTOE,A,2010,200317.8049,
IRN,OILPROD,TOT,KTOE,A,2013,143308.4693,
IRN,OILPROD,TOT,KTOE,A,2002,184042.5246,
IRN,OILPROD,TOT,KTOE,A,2001,187533.5783,
IRN,OILPROD,TOT,KTOE,A,2016,190763.7711,
IRN,OILPROD,TOT,KTOE,A,2014,142385.266,
IRN,OILPROD,TOT,KTOE,A,2003,201550.7807,
IRN,OILPROD,TOT,KTOE,A,2004,202767.4526,
IRN,OILPROD,TOT,KTOE,A,2006,214025.2348,
IRN,OILPROD,TOT,KTOE,A,2018,180278.5257,
IRN,OILPROD,TOT,KTOE,A,2011,198340.9677,
IRN,OILPROD,TOT,KTOE,A,2020,100736.6443,
IRN,OILPROD,TOT,KTOE,A,2009,199551.5257,
IRN,OILPROD,TOT,KTOE,A,2015,142086.7024,
IRN,OILPROD,TOT,KTOE,A,2007,216491.1864,
IRQ,OILPROD,TOT,KTOE,A,2007,102606.9862,
IRQ,OILPROD,TOT,KTOE,A,2009,118026.6782,
IRQ,OILPROD,TOT,KTOE,A,2001,130468.4147,
IRQ,OILPROD,TOT,KTOE,A,2019,236801.9813,
IRQ,OILPROD,TOT,KTOE,A,2015,176252.8181,
IRQ,OILPROD,TOT,KTOE,A,2014,157034.724,
IRQ,OILPROD,TOT,KTOE,A,2013,149165.8014,
IRQ,OILPROD,TOT,KTOE,A,2004,102709.2863,
IRQ,OILPROD,TOT,KTOE,A,2005,94832.1797,
IRQ,OILPROD,TOT,KTOE,A,2006,98617.2829,
IRQ,OILPROD,TOT,KTOE,A,2021,202630.6027,
IRQ,OILPROD,TOT,KTOE,A,2011,133541.5092,
IRQ,OILPROD,TOT,KTOE,A,2016,222635.6771,
IRQ,OILPROD,TOT,KTOE,A,2017,224791.0151,
